time,.data
1969/12/31/22:13:58.630000,-2.23326827561446
1969/12/31/22:13:58.630000,-2.19477146069682
1969/12/31/22:13:58.640000,-2.19477146069682
1969/12/31/22:13:58.640000,-2.19477146069682
1969/12/31/22:13:58.650000,-2.19477146069682
1969/12/31/22:13:58.650000,-2.19477146069682
1969/12/31/22:13:58.660000,-2.19477146069682
1969/12/31/22:13:58.660000,-2.19477146069682
1969/12/31/22:13:58.670000,-2.19477146069682
1969/12/31/22:13:58.670000,-2.1550024547236566
1969/12/31/22:13:58.680000,-2.1550024547236566
1969/12/31/22:13:58.680000,-2.146911004695571
1969/12/31/22:13:58.690000,-2.146911004695571
1969/12/31/22:13:58.690000,-2.146911004695571
1969/12/31/22:13:58.700000,-2.146911004695571
1969/12/31/22:13:58.700000,-2.146911004695571
1969/12/31/22:13:58.710000,-2.146911004695571
1969/12/31/22:13:58.710000,-2.146911004695571
1969/12/31/22:13:58.720000,-2.146911004695571
1969/12/31/22:13:58.720000,-2.146911004695571
1969/12/31/22:13:58.730000,-2.146911004695571
1969/12/31/22:13:58.730000,-2.1145198869733792
1969/12/31/22:13:58.740000,-2.1145198869733792
1969/12/31/22:13:58.740000,-2.1145198869733792
1969/12/31/22:13:58.750000,-2.1145198869733792
1969/12/31/22:13:58.750000,-2.1145198869733792
1969/12/31/22:13:58.760000,-2.1145198869733792
1969/12/31/22:13:58.760000,-2.1145198869733792
1969/12/31/22:13:58.770000,-2.1145198869733792
1969/12/31/22:13:58.770000,-2.1145198869733792
1969/12/31/22:13:58.780000,-2.1145198869733792
1969/12/31/22:13:58.780000,-2.0746832398063413
1969/12/31/22:13:58.790000,-2.0746832398063413
1969/12/31/22:13:58.790000,-2.0746832398063413
1969/12/31/22:13:58.800000,-2.0746832398063413
1969/12/31/22:13:58.800000,-2.0746832398063413
1969/12/31/22:13:58.810000,-2.0746832398063413
1969/12/31/22:13:58.810000,-2.0746832398063413
1969/12/31/22:13:58.820000,-2.0746832398063413
1969/12/31/22:13:58.820000,-2.0746832398063413
1969/12/31/22:13:58.830000,-2.0746832398063413
1969/12/31/22:13:58.830000,-2.0359849142699438
1969/12/31/22:13:58.840000,-2.0359849142699438
1969/12/31/22:13:58.840000,-2.0359849142699438
1969/12/31/22:13:58.850000,-2.0359849142699438
1969/12/31/22:13:58.850000,-2.0359849142699438
1969/12/31/22:13:58.860000,-2.0359849142699438
1969/12/31/22:13:58.860000,-2.0359849142699438
1969/12/31/22:13:58.870000,-2.0359849142699438
1969/12/31/22:13:58.870000,-1.996491972445724
1969/12/31/22:13:58.880000,-1.996491972445724
1969/12/31/22:13:58.880000,-1.988488338426634
1969/12/31/22:13:58.890000,-1.988488338426634
1969/12/31/22:13:58.890000,-1.988488338426634
1969/12/31/22:13:58.900000,-1.988488338426634
1969/12/31/22:13:58.900000,-1.988488338426634
1969/12/31/22:13:58.910000,-1.988488338426634
1969/12/31/22:13:58.910000,-1.988488338426634
1969/12/31/22:13:58.920000,-1.988488338426634
1969/12/31/22:13:58.920000,-1.988488338426634
1969/12/31/22:13:58.930000,-1.988488338426634
1969/12/31/22:13:58.930000,-1.9558457097361714
1969/12/31/22:13:58.940000,-1.9558457097361714
1969/12/31/22:13:58.940000,-1.9558457097361714
1969/12/31/22:13:58.950000,-1.9558457097361714
1969/12/31/22:13:58.950000,-1.9558457097361714
1969/12/31/22:13:58.960000,-1.9558457097361714
1969/12/31/22:13:58.960000,-1.9558457097361714
1969/12/31/22:13:58.970000,-1.9558457097361714
1969/12/31/22:13:58.970000,-1.922869658268147
1969/12/31/22:13:58.980000,-1.922869658268147
1969/12/31/22:13:58.980000,-1.922869658268147
1969/12/31/22:13:58.990000,-1.922869658268147
1969/12/31/22:13:58.990000,-1.922869658268147
1969/12/31/22:13:59.000000,-1.922869658268147
1969/12/31/22:13:59.000000,-1.922869658268147
1969/12/31/22:13:59.010000,-1.922869658268147
1969/12/31/22:13:59.010000,-1.922869658268147
1969/12/31/22:13:59.020000,-1.922869658268147
1969/12/31/22:13:59.020000,-1.8808752287094612
1969/12/31/22:13:59.030000,-1.8808752287094612
1969/12/31/22:13:59.030000,-1.8808752287094612
1969/12/31/22:13:59.040000,-1.8808752287094612
1969/12/31/22:13:59.040000,-1.8808752287094612
1969/12/31/22:13:59.050000,-1.8808752287094612
1969/12/31/22:13:59.050000,-1.8808752287094612
1969/12/31/22:13:59.060000,-1.8808752287094612
1969/12/31/22:13:59.060000,-1.8379043740428216
1969/12/31/22:13:59.070000,-1.8379043740428216
1969/12/31/22:13:59.070000,-1.8291106859132584
1969/12/31/22:13:59.080000,-1.8291106859132584
1969/12/31/22:13:59.080000,-1.8291106859132584
1969/12/31/22:13:59.090000,-1.8291106859132584
1969/12/31/22:13:59.090000,-1.8291106859132584
1969/12/31/22:13:59.100000,-1.8291106859132584
1969/12/31/22:13:59.100000,-1.8291106859132584
1969/12/31/22:13:59.110000,-1.8291106859132584
1969/12/31/22:13:59.110000,-1.8291106859132584
1969/12/31/22:13:59.120000,-1.8291106859132584
1969/12/31/22:13:59.120000,-1.793797750567123
1969/12/31/22:13:59.130000,-1.793797750567123
1969/12/31/22:13:59.130000,-1.793797750567123
1969/12/31/22:13:59.140000,-1.793797750567123
1969/12/31/22:13:59.140000,-1.793797750567123
1969/12/31/22:13:59.150000,-1.793797750567123
1969/12/31/22:13:59.150000,-1.793797750567123
1969/12/31/22:13:59.160000,-1.793797750567123
1969/12/31/22:13:59.160000,-1.7584802003096571
1969/12/31/22:13:59.170000,-1.7584802003096571
1969/12/31/22:13:59.170000,-1.7584802003096571
1969/12/31/22:13:59.180000,-1.7584802003096571
1969/12/31/22:13:59.180000,-1.7584802003096571
1969/12/31/22:13:59.190000,-1.7584802003096571
1969/12/31/22:13:59.190000,-1.7584802003096571
1969/12/31/22:13:59.200000,-1.7584802003096571
1969/12/31/22:13:59.200000,-1.715828687599061
1969/12/31/22:13:59.210000,-1.715828687599061
1969/12/31/22:13:59.210000,-1.715828687599061
1969/12/31/22:13:59.220000,-1.715828687599061
1969/12/31/22:13:59.220000,-1.715828687599061
1969/12/31/22:13:59.230000,-1.715828687599061
1969/12/31/22:13:59.230000,-1.715828687599061
1969/12/31/22:13:59.240000,-1.715828687599061
1969/12/31/22:13:59.240000,-1.715828687599061
1969/12/31/22:13:59.250000,-1.715828687599061
1969/12/31/22:13:59.250000,-1.6738497671432528
1969/12/31/22:13:59.260000,-1.6738497671432528
1969/12/31/22:13:59.260000,-1.665390615572362
1969/12/31/22:13:59.270000,-1.665390615572362
1969/12/31/22:13:59.270000,-1.665390615572362
1969/12/31/22:13:59.280000,-1.665390615572362
1969/12/31/22:13:59.280000,-1.665390615572362
1969/12/31/22:13:59.290000,-1.665390615572362
1969/12/31/22:13:59.290000,-1.665390615572362
1969/12/31/22:13:59.300000,-1.665390615572362
1969/12/31/22:13:59.300000,-1.6321147508743556
1969/12/31/22:13:59.310000,-1.6321147508743556
1969/12/31/22:13:59.310000,-1.6321147508743556
1969/12/31/22:13:59.320000,-1.6321147508743556
1969/12/31/22:13:59.320000,-1.6321147508743556
1969/12/31/22:13:59.330000,-1.6321147508743556
1969/12/31/22:13:59.330000,-1.6321147508743556
1969/12/31/22:13:59.340000,-1.6321147508743556
1969/12/31/22:13:59.340000,-1.6321147508743556
1969/12/31/22:13:59.350000,-1.6321147508743556
1969/12/31/22:13:59.350000,-1.5992747786454822
1969/12/31/22:13:59.360000,-1.5992747786454822
1969/12/31/22:13:59.360000,-1.5992747786454822
1969/12/31/22:13:59.370000,-1.5992747786454822
1969/12/31/22:13:59.370000,-1.5992747786454822
1969/12/31/22:13:59.380000,-1.5992747786454822
1969/12/31/22:13:59.380000,-1.5992747786454822
1969/12/31/22:13:59.390000,-1.5992747786454822
1969/12/31/22:13:59.390000,-1.5992747786454822
1969/12/31/22:13:59.400000,-1.5992747786454822
1969/12/31/22:13:59.400000,-1.5578689155679042
1969/12/31/22:13:59.410000,-1.5578689155679042
1969/12/31/22:13:59.410000,-1.5578689155679042
1969/12/31/22:13:59.420000,-1.5578689155679042
1969/12/31/22:13:59.420000,-1.5578689155679042
1969/12/31/22:13:59.430000,-1.5578689155679042
1969/12/31/22:13:59.430000,-1.5578689155679042
1969/12/31/22:13:59.440000,-1.5578689155679042
1969/12/31/22:13:59.440000,-1.515699170008827
1969/12/31/22:13:59.450000,-1.515699170008827
1969/12/31/22:13:59.450000,-1.515699170008827
1969/12/31/22:13:59.460000,-1.515699170008827
1969/12/31/22:13:59.460000,-1.515699170008827
1969/12/31/22:13:59.470000,-1.515699170008827
1969/12/31/22:13:59.470000,-1.515699170008827
1969/12/31/22:13:59.480000,-1.515699170008827
1969/12/31/22:13:59.480000,-1.515699170008827
1969/12/31/22:13:59.490000,-1.515699170008827
1969/12/31/22:13:59.490000,-1.4723217561426682
1969/12/31/22:13:59.500000,-1.4723217561426682
1969/12/31/22:13:59.500000,-1.4635869608505774
1969/12/31/22:13:59.510000,-1.4635869608505774
1969/12/31/22:13:59.510000,-1.4635869608505774
1969/12/31/22:13:59.520000,-1.4635869608505774
1969/12/31/22:13:59.520000,-1.4635869608505774
1969/12/31/22:13:59.530000,-1.4635869608505774
1969/12/31/22:13:59.530000,-1.4635869608505774
1969/12/31/22:13:59.540000,-1.4635869608505774
1969/12/31/22:13:59.540000,-1.4635869608505774
1969/12/31/22:13:59.550000,-1.4635869608505774
1969/12/31/22:13:59.550000,-1.427826020690916
1969/12/31/22:13:59.560000,-1.427826020690916
1969/12/31/22:13:59.560000,-1.427826020690916
1969/12/31/22:13:59.570000,-1.427826020690916
1969/12/31/22:13:59.570000,-1.427826020690916
1969/12/31/22:13:59.580000,-1.427826020690916
1969/12/31/22:13:59.580000,-1.427826020690916
1969/12/31/22:13:59.590000,-1.427826020690916
1969/12/31/22:13:59.590000,-1.391021754050169
1969/12/31/22:13:59.600000,-1.391021754050169
1969/12/31/22:13:59.600000,-1.391021754050169
1969/12/31/22:13:59.610000,-1.391021754050169
1969/12/31/22:13:59.610000,-1.391021754050169
1969/12/31/22:13:59.620000,-1.391021754050169
1969/12/31/22:13:59.620000,-1.391021754050169
1969/12/31/22:13:59.630000,-1.391021754050169
1969/12/31/22:13:59.630000,-1.3533740876472697
1969/12/31/22:13:59.640000,-1.3533740876472697
1969/12/31/22:13:59.640000,-1.3533740876472697
1969/12/31/22:13:59.650000,-1.3533740876472697
1969/12/31/22:13:59.650000,-1.3533740876472697
1969/12/31/22:13:59.660000,-1.3533740876472697
1969/12/31/22:13:59.660000,-1.3533740876472697
1969/12/31/22:13:59.670000,-1.3533740876472697
1969/12/31/22:13:59.670000,-1.3533740876472697
1969/12/31/22:13:59.680000,-1.3533740876472697
1969/12/31/22:13:59.680000,-1.3058297412959805
1969/12/31/22:13:59.690000,-1.3058297412959805
1969/12/31/22:13:59.690000,-1.3058297412959805
1969/12/31/22:13:59.700000,-1.3058297412959805
1969/12/31/22:13:59.700000,-1.3058297412959805
1969/12/31/22:13:59.710000,-1.3058297412959805
1969/12/31/22:13:59.710000,-1.3058297412959805
1969/12/31/22:13:59.720000,-1.3058297412959805
1969/12/31/22:13:59.720000,-1.25866800436722
1969/12/31/22:13:59.730000,-1.25866800436722
1969/12/31/22:13:59.730000,-1.25866800436722
1969/12/31/22:13:59.740000,-1.25866800436722
