time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
1969/12/31/22:13:58.410000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.410000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.420000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.420000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.430000,2.7475284876616506,0.0,0.0,0.0,0.0,-0.2918880542703212
1969/12/31/22:13:58.430000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.440000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.440000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.450000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.450000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.460000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.460000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.470000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.470000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.480000,2.7537197124128054,0.0,0.0,0.0,0.0,-0.2607136106794518
1969/12/31/22:13:58.480000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.490000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.490000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.500000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.500000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.510000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.510000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.520000,2.759563419931717,0.0,0.0,0.0,0.0,-0.2281272161169369
1969/12/31/22:13:58.520000,2.7464795377036584,0.0,0.0,0.0,0.0,-0.19439462922918022
1969/12/31/22:13:58.530000,2.7464795377036584,0.0,0.0,0.0,0.0,-0.19439462922918022
1969/12/31/22:13:58.530000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.540000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.540000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.550000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.550000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.560000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.560000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.570000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.570000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.580000,2.747130275230641,0.0,0.0,0.0,0.0,-0.1897435398513111
1969/12/31/22:13:58.580000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.590000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.590000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.600000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.600000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.610000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.610000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.620000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.620000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
1969/12/31/22:13:58.630000,2.7650415657979983,0.0,0.0,0.0,0.0,-0.18336718543178473
